"Object","Close_Approach_CA_Date","CA_Distance_Nominal_km","CA_Distance_Minimum_km","V_relative_km/s","V_infinity_km/s","H_mag","Diameter","Rarity"
"(2019 VL5)","2022-Nov-15 22:22 ± < 00:01","3247144","3247063","8.14","8.12","25.8","18 m -   41 m","0"
"(2022 WL6)","2022-Nov-15 23:20 ±    00:35","1635408","1609246","7.30","7.27","27.8","7.5 m -   17 m","0"
"(2022 WQ4)","2022-Nov-16 12:21 ± < 00:01","1231062","1226482","14.27","14.24","24.8","29 m -   65 m","1"
"(2022 UD28)","2022-Nov-16 12:42 ± < 00:01","4198053","4194099","11.53","11.52","25.3","23 m -   51 m","0"
"(2018 WH)","2022-Nov-16 19:27 ± 1_19:35","959055","144197","7.73","7.68","29.8","2.9 m -  6.5 m","0"
"(2022 WU3)","2022-Nov-16 22:34 ± < 00:01","2289439","2280126","12.41","12.40","27.2","9.8 m -   22 m","0"
"(2022 WQ)","2022-Nov-16 23:41 ±    00:02","2982596","2920929","11.91","11.90","27.0","10 m -   23 m","0"
"(2022 WF2)","2022-Nov-17 18:43 ± < 00:01","1181063","1176156","11.83","11.80","26.3","14 m -   32 m","0"
"(2022 WD11)","2022-Nov-18 00:07 ±    00:09","4435278","4358023","11.51","11.51","27.0","11 m -   24 m","0"
"(2022 WL)","2022-Nov-18 02:56 ±    00:01","4079020","4034303","14.60","14.59","26.1","16 m -   36 m","0"
"(2022 US14)","2022-Nov-18 04:26 ± < 00:01","3252751","3233751","8.27","8.26","24.7","31 m -   69 m","0"
"(2022 WA)","2022-Nov-18 06:43 ± < 00:01","499952","499476","16.22","16.17","26.8","12 m -   26 m","0"
"(2022 VM2)","2022-Nov-18 20:00 ± < 00:01","3131080","3129924","3.71","3.67","25.8","19 m -   42 m","0"
"(2022 WS3)","2022-Nov-18 20:03 ± < 00:01","1285281","1280320","8.93","8.90","26.4","14 m -   31 m","0"
"(2022 WJ4)","2022-Nov-18 21:15 ± < 00:01","3721959","3651893","20.77","20.77","25.6","20 m -   45 m","0"
"(2022 WR27)","2022-Nov-18 21:32 ± < 00:01","523950","518791","9.28","9.20","28.9","4.4 m -  9.8 m","0"
"(2022 WQ9)","2022-Nov-18 22:09 ±    00:23","1849117","1815919","6.61","6.57","28.7","4.8 m -   11 m","0"
"(2022 WO3)","2022-Nov-18 22:42 ± < 00:01","2527468","2522724","6.65","6.62","25.8","19 m -   42 m","0"
"(2022 WF5)","2022-Nov-19 08:57 ± < 00:01","3944333","3931817","10.04","10.03","26.4","14 m -   32 m","0"
"(2022 WC11)","2022-Nov-19 11:03 ±    01:19","908563","880918","7.79","7.73","28.2","6.2 m -   14 m","0"
"(2022 WJ10)","2022-Nov-19 15:28 ±    00:06","2530210","2493177","9.07","9.05","27.6","8.1 m -   18 m","0"
"(2022 VO2)","2022-Nov-19 15:46 ± < 00:01","3390564","3367140","14.59","14.58","26.0","17 m -   38 m","0"
"(2022 WU7)","2022-Nov-19 18:12 ±    00:08","4351997","4274181","10.63","10.62","26.6","13 m -   28 m","0"
"(2022 WS)","2022-Nov-19 22:24 ± < 00:01","730991","730488","5.34","5.24","28.6","4.9 m -   11 m","0"
"(2022 VU1)","2022-Nov-20 01:06 ± < 00:01","2691131","2686310","7.09","7.07","26.7","12 m -   28 m","0"
"(2022 WM3)","2022-Nov-20 02:52 ± < 00:01","197192","197040","6.38","6.05","28.4","5.5 m -   12 m","0"
"(2022 VR1)","2022-Nov-20 08:51 ± < 00:01","1558247","1558231","5.68","5.64","24.8","29 m -   65 m","1"
"(2022 WN3)","2022-Nov-20 09:49 ± < 00:01","500453","499746","19.60","19.55","26.7","12 m -   27 m","0"
"(2022 WK11)","2022-Nov-20 14:48 ±    00:14","3000501","2956073","13.23","13.22","27.0","11 m -   24 m","0"
"(2022 WD1)","2022-Nov-20 19:51 ±    00:01","6323989","6278454","13.20","13.19","25.8","19 m -   41 m","0"
"(2022 VX)","2022-Nov-20 22:13 ± < 00:01","4300136","4286081","5.89","5.87","26.9","11 m -   24 m","0"
"(2022 WF6)","2022-Nov-21 00:33 ±    00:03","877549","876430","8.13","8.07","26.8","11 m -   26 m","0"
"(2019 OR1)","2022-Nov-21 02:28 ± < 00:01","6918826","6918805","13.38","13.38","21.1","160 m -  360 m","1"
"(2022 WD4)","2022-Nov-21 04:57 ±    00:01","5902687","5846850","9.12","9.11","26.6","13 m -   28 m","0"
"(2022 WF10)","2022-Nov-21 06:56 ± < 00:01","3723954","3689848","11.69","11.68","25.7","19 m -   43 m","0"
"(2022 WA10)","2022-Nov-21 09:13 ± < 00:01","2605442","2571167","11.62","11.61","26.4","14 m -   30 m","0"
"(2022 WD)","2022-Nov-21 12:49 ± < 00:01","4226009","4204811","6.62","6.61","27.8","7.3 m -   16 m","0"
"(2022 WP9)","2022-Nov-21 15:53 ±    00:04","2352450","2324886","6.87","6.84","28.4","5.6 m -   12 m","0"
"(2022 WE2)","2022-Nov-22 01:43 ± < 00:01","1190685","1187251","13.06","13.04","27.8","7.5 m -   17 m","0"
"(2022 WR4)","2022-Nov-22 02:50 ± < 00:01","265849","265462","8.43","8.25","30.0","2.6 m -  5.9 m","0"
"(2022 WO1)","2022-Nov-22 05:02 ± < 00:01","3807483","3799870","7.57","7.56","25.4","22 m -   50 m","0"
"(2022 WQ3)","2022-Nov-22 06:32 ± < 00:01","439313","438117","14.55","14.49","28.1","6.3 m -   14 m","0"
"(2022 WG1)","2022-Nov-22 08:19 ± < 00:01","1705629","1697563","25.59","25.58","25.9","17 m -   39 m","0"
"(2022 VS1)","2022-Nov-22 09:20 ± < 00:01","2487713","2483888","7.65","7.63","26.0","16 m -   37 m","0"
"(2022 WN2)","2022-Nov-22 09:53 ± < 00:01","1069342","1068339","5.34","5.27","28.9","4.3 m -  9.7 m","0"
"(2022 VT2)","2022-Nov-22 13:28 ± < 00:01","1161442","1161350","6.82","6.77","26.3","15 m -   33 m","0"
"(2022 WN1)","2022-Nov-22 15:44 ± < 00:01","7080429","7045953","10.03","10.03","25.8","19 m -   41 m","0"
"(2018 VL8)","2022-Nov-22 16:23 ± < 00:01","6224935","6224824","17.99","17.98","22.8","73 m -  160 m","0"
"(2022 WO6)","2022-Nov-23 00:07 ±    00:01","318908","318382","7.42","7.25","29.0","4.2 m -  9.3 m","0"
"(2022 WZ1)","2022-Nov-23 04:38 ± < 00:01","3394076","3379687","9.58","9.57","27.7","7.8 m -   17 m","0"
"(2022 WT4)","2022-Nov-23 05:33 ± < 00:01","1633161","1629726","12.80","12.78","27.2","9.7 m -   22 m","0"
"(2005 LW3)","2022-Nov-23 10:06 ± < 00:01","1139885","1139885","13.49","13.47","21.7","120 m -  280 m","2"
"(2022 WC8)","2022-Nov-23 10:44 ± < 00:01","6664787","6618148","17.12","17.12","26.7","12 m -   27 m","0"
"(2022 WG15)","2022-Nov-23 11:50 ±    02:55","4224896","4099177","17.77","17.76","26.2","15 m -   34 m","0"
"(2022 WR2)","2022-Nov-23 11:54 ± < 00:01","3563505","3555168","7.67","7.66","26.6","13 m -   28 m","0"
"(2022 WS27)","2022-Nov-23 12:18 ± < 00:01","338719","331260","10.04","9.92","30.4","2.3 m -  5.0 m","0"
"(2022 WT27)","2022-Nov-23 17:40 ± < 00:01","152799","151974","8.14","7.81","32.3","0.91 m -  2.0 m","0"
"(2022 WS2)","2022-Nov-23 20:37 ± < 00:01","3066494","3054939","11.68","11.67","26.7","12 m -   27 m","0"
"(2022 WG5)","2022-Nov-23 20:45 ± < 00:01","1597578","1596048","11.30","11.28","22.5","83 m -  190 m","2"
"(2022 WL2)","2022-Nov-23 22:10 ± < 00:01","2277774","2266621","8.06","8.04","27.4","8.6 m -   19 m","0"
"(2022 WX7)","2022-Nov-23 22:59 ±    00:01","1181986","1172725","16.11","16.09","25.4","23 m -   50 m","1"
"(2022 WQ1)","2022-Nov-24 01:16 ± < 00:01","2969259","2936187","15.54","15.53","25.6","21 m -   46 m","0"
"(2022 WA4)","2022-Nov-24 02:16 ± < 00:01","584501","584252","3.89","3.72","28.9","4.4 m -  9.7 m","0"
"(2022 WH2)","2022-Nov-24 06:39 ± < 00:01","4868386","4842548","6.90","6.89","26.0","17 m -   37 m","0"
"(2022 WD8)","2022-Nov-24 06:41 ±    01:00","7282943","7169580","4.76","4.75","26.2","15 m -   34 m","0"
"(2022 WX8)","2022-Nov-24 07:51 ± < 00:01","4771619","4735428","13.39","13.38","26.6","13 m -   28 m","0"
"(2022 WQ6)","2022-Nov-24 09:41 ± < 00:01","1553322","1549329","10.67","10.64","26.4","14 m -   32 m","0"
"(2022 WM6)","2022-Nov-24 19:55 ± < 00:01","799392","797832","21.83","21.80","27.8","7.3 m -   16 m","0"
"(2022 WY9)","2022-Nov-24 20:53 ±    00:04","758079","744002","28.56","28.54","27.9","7.1 m -   16 m","0"
"(2022 WO)","2022-Nov-24 22:06 ± < 00:01","3900920","3868434","8.43","8.42","26.2","16 m -   35 m","0"
"(2022 WO4)","2022-Nov-25 00:52 ± < 00:01","4196522","4167321","10.87","10.87","24.5","34 m -   75 m","0"
"(2022 WA2)","2022-Nov-25 07:23 ± < 00:01","1491197","1487033","9.78","9.75","26.5","13 m -   30 m","0"
"(2022 WY3)","2022-Nov-25 08:58 ± < 00:01","3359258","3351605","6.51","6.49","25.8","18 m -   41 m","0"
"(2022 WR11)","2022-Nov-25 09:13 ± < 00:01","929476","914235","18.00","17.97","27.7","7.7 m -   17 m","0"
"(2022 WP10)","2022-Nov-25 09:37 ±    00:03","2757608","2724648","14.37","14.36","27.3","9.2 m -   21 m","0"
"(2022 WU4)","2022-Nov-25 15:03 ± < 00:01","4425106","4412693","14.71","14.71","25.2","24 m -   55 m","0"
"(2022 WY)","2022-Nov-25 22:22 ± < 00:01","4299247","4285699","6.79","6.77","26.7","12 m -   27 m","0"
"(2022 WG8)","2022-Nov-25 23:21 ± < 00:01","6745943","6716136","9.73","9.72","24.3","36 m -   81 m","0"
"(2022 UD72)","2022-Nov-26 10:25 ± < 00:01","4078594","4074811","4.28","4.26","26.3","15 m -   33 m","0"
"(2022 WB8)","2022-Nov-26 11:17 ±    00:02","6997017","6955314","3.65","3.64","27.1","10 m -   22 m","0"
"(2022 WR10)","2022-Nov-26 17:37 ±    00:03","1994773","1988592","8.73","8.71","26.6","12 m -   28 m","0"
"(2022 WS10)","2022-Nov-27 05:44 ±    00:02","273865","273220","9.52","9.37","26.6","13 m -   29 m","1"
"(2022 WE7)","2022-Nov-27 10:40 ± < 00:01","1006827","1003458","16.86","16.83","28.0","6.6 m -   15 m","0"
"(2022 XE)","2022-Nov-27 11:01 ± < 00:01","6992255","6963924","19.85","19.84","23.4","56 m -  120 m","0"
"(2022 WP5)","2022-Nov-27 13:16 ± < 00:01","6099459","6062009","14.41","14.40","24.6","32 m -   71 m","0"
"(2022 WO2)","2022-Nov-27 16:43 ± < 00:01","5830247","5787100","10.05","10.04","25.9","18 m -   39 m","0"
"(2022 VQ)","2022-Nov-27 16:52 ± < 00:01","2916737","2913852","8.20","8.18","25.5","21 m -   47 m","0"
"(2022 WN9)","2022-Nov-27 22:32 ± < 00:01","48384","48321","16.93","16.43","29.6","3.3 m -  7.3 m","1"
"(2022 WM7)","2022-Nov-28 02:24 ± < 00:01","78549","78473","11.58","11.13","29.9","2.8 m -  6.3 m","0"
"(2022 WJ11)","2022-Nov-28 09:30 ± < 00:01","2657863","2648107","10.71","10.70","25.5","21 m -   47 m","0"
"(2022 WE11)","2022-Nov-29 02:34 ± < 00:01","296317","295084","9.94","9.80","29.9","2.8 m -  6.3 m","0"
"(2022 WW11)","2022-Nov-29 03:04 ± < 00:01","531196","526913","13.37","13.32","26.9","11 m -   25 m","0"
"(2022 WS5)","2022-Nov-29 03:05 ± < 00:01","1861506","1856028","11.70","11.68","25.8","18 m -   41 m","0"
"(2022 VB2)","2022-Nov-29 03:18 ± < 00:01","3459807","3446778","8.44","8.42","25.2","25 m -   55 m","0"
"(2022 WF15)","2022-Nov-29 13:40 ±    00:01","586285","573378","12.50","12.45","27.6","7.8 m -   18 m","0"
"(2022 WP8)","2022-Nov-30 08:40 ± < 00:01","5530589","5496140","8.49","8.48","24.3","37 m -   83 m","0"
"(2022 WE5)","2022-Nov-30 13:11 ± < 00:01","1556868","1553387","8.45","8.42","27.6","8.1 m -   18 m","0"
"(2022 XC)","2022-Nov-30 19:29 ± < 00:01","703154","702304","11.92","11.88","26.3","15 m -   33 m","0"
"(2022 WO7)","2022-Nov-30 20:42 ± < 00:01","4897512","4897418","10.43","10.42","24.5","33 m -   73 m","0"
"(2022 XK)","2022-Nov-30 22:26 ± < 00:01","2740552","2711946","11.08","11.07","26.2","15 m -   34 m","0"
"(2022 WK1)","2022-Dec-01 00:58 ± < 00:01","5455170","5419819","12.15","12.15","24.8","29 m -   65 m","0"
"(2022 WT9)","2022-Dec-01 01:59 ± < 00:01","5361701","5322580","10.21","10.20","25.4","23 m -   50 m","0"
"(2022 XL)","2022-Dec-01 05:26 ±    00:01","151521","151338","9.84","9.57","29.3","3.7 m -  8.2 m","0"
"(2022 YH2)","2022-Dec-01 09:23 ±    00:20","6673896","6585561","7.40","7.39","24.7","31 m -   69 m","0"
"(2022 WS9)","2022-Dec-01 12:36 ± < 00:01","1749051","1743636","18.15","18.13","25.1","26 m -   58 m","0"
"(2022 WX10)","2022-Dec-02 01:39 ±    00:23","2811327","2794135","5.27","5.24","28.1","6.2 m -   14 m","0"
"(2022 XF)","2022-Dec-02 05:47 ± < 00:01","3696185","3678866","8.54","8.53","26.3","14 m -   32 m","0"
"(2022 WT6)","2022-Dec-02 06:09 ± < 00:01","1803029","1789349","20.17","20.16","26.1","16 m -   36 m","0"
"(2022 WN10)","2022-Dec-02 06:30 ± < 00:01","1396292","1390304","22.10","22.08","26.9","11 m -   25 m","0"
"(2009 HV58)","2022-Dec-02 10:07 ± < 00:01","4719463","4719420","28.84","28.84","19.6","310 m -  700 m","2"
"(2022 XH)","2022-Dec-02 12:06 ± < 00:01","2429595","2420501","13.70","13.68","25.7","19 m -   43 m","0"
"(2022 WQ10)","2022-Dec-02 14:42 ± < 00:01","1484518","1479167","14.23","14.22","27.4","9.0 m -   20 m","0"
"(2022 XD1)","2022-Dec-02 17:17 ±    00:02","2014561","2005929","7.09","7.06","24.2","39 m -   87 m","1"
"(2022 XA)","2022-Dec-02 20:43 ± < 00:01","541232","540397","10.14","10.06","27.4","9.0 m -   20 m","0"
"(2022 XB)","2022-Dec-02 21:31 ±    00:01","377422","376661","9.06","8.94","28.7","4.9 m -   11 m","0"
"(2022 UT8)","2022-Dec-02 22:16 ± < 00:01","4263448","4256817","4.17","4.14","23.6","51 m -  110 m","0"
"(2022 WG9)","2022-Dec-03 01:25 ± < 00:01","4799002","4759644","10.65","10.64","25.2","24 m -   54 m","0"
"(2017 QL33)","2022-Dec-03 12:33 ± < 00:01","6136226","6136219","6.90","6.89","21.3","140 m -  320 m","1"
"(2022 WD2)","2022-Dec-03 15:56 ± < 00:01","2809669","2794536","7.35","7.33","26.0","17 m -   38 m","0"
"(2010 VQ)","2022-Dec-03 16:24 ± < 00:01","4333201","4332903","3.90","3.88","27.7","7.6 m -   17 m","0"
"(2022 WR9)","2022-Dec-03 23:56 ±    00:01","2746452","2723861","12.97","12.96","27.3","9.4 m -   21 m","0"
"(2022 WO5)","2022-Dec-04 02:36 ± < 00:01","7348188","7289277","9.09","9.09","24.9","28 m -   63 m","0"
"(2022 WQ5)","2022-Dec-04 08:41 ± < 00:01","2233121","2224047","11.61","11.59","25.6","20 m -   44 m","0"
"(2022 YA)","2022-Dec-04 08:59 ±    00:08","6462757","6368153","19.87","19.87","22.2","98 m -  220 m","1"
"(2022 XG)","2022-Dec-04 09:24 ±    00:02","4116650","4073760","8.10","8.09","26.1","16 m -   35 m","0"
"(2022 XD)","2022-Dec-04 12:22 ± < 00:01","1354006","1349923","6.93","6.89","27.4","9.0 m -   20 m","0"
"(2022 WB5)","2022-Dec-05 03:48 ± < 00:01","2233474","2213341","10.96","10.95","25.6","20 m -   44 m","0"
"(2022 VP1)","2022-Dec-05 20:41 ± < 00:01","6641390","6639398","7.07","7.06","24.0","42 m -   93 m","0"
"(2022 WA6)","2022-Dec-06 00:55 ±    00:03","1684030","1675491","13.86","13.84","26.0","17 m -   37 m","0"
"(2022 WV8)","2022-Dec-06 14:59 ± < 00:01","5971833","5934606","7.17","7.16","25.3","23 m -   51 m","0"
"(2022 WF8)","2022-Dec-06 18:11 ±    00:17","3374620","3362507","7.56","7.54","27.2","9.5 m -   21 m","0"
"(2022 XP1)","2022-Dec-06 19:50 ±    00:06","5983297","5939942","15.08","15.08","24.0","42 m -   95 m","0"
"(2022 WK9)","2022-Dec-07 09:53 ± < 00:01","2349127","2330129","14.30","14.29","25.2","24 m -   53 m","0"
"(2022 XT)","2022-Dec-07 18:50 ± < 00:01","1281582","1279384","13.72","13.70","25.8","18 m -   41 m","0"
"(2022 XZ)","2022-Dec-08 02:31 ± < 00:01","3861551","3827513","18.77","18.76","25.6","20 m -   44 m","0"
"(2022 WO10)","2022-Dec-08 17:30 ± < 00:01","1899387","1893909","4.76","4.72","27.8","7.5 m -   17 m","0"
"(2022 XB2)","2022-Dec-09 03:54 ±    00:02","3316079","3300421","7.52","7.51","27.1","10 m -   23 m","0"
"(2022 YF)","2022-Dec-09 09:31 ±    00:01","6040212","5933759","10.04","10.03","25.7","19 m -   42 m","0"
"(2022 XU)","2022-Dec-09 12:37 ± < 00:01","7351145","7326573","14.74","14.73","24.4","35 m -   77 m","0"
"(2022 WP11)","2022-Dec-09 12:44 ± < 00:01","4549009","4526829","17.34","17.33","23.8","47 m -  110 m","0"
"(2022 XJ)","2022-Dec-09 20:20 ± < 00:01","2619217","2599173","10.18","10.16","26.6","12 m -   28 m","0"
"(2022 YB3)","2022-Dec-10 00:31 ±    00:01","6696464","6529254","9.53","9.52","26.0","17 m -   38 m","0"
"(2022 WW)","2022-Dec-10 02:16 ± < 00:01","7339594","7334485","6.16","6.15","25.2","24 m -   53 m","0"
"(2019 XY)","2022-Dec-10 06:00 ± 8_08:15","1359702","804170","12.89","12.86","27.9","7.0 m -   16 m","0"
"(2022 XV)","2022-Dec-10 06:45 ± < 00:01","1796183","1792928","13.91","13.90","24.4","35 m -   78 m","1"
"(2022 YX6)","2022-Dec-10 09:13 ±    00:12","5762770","5653741","5.37","5.36","25.4","22 m -   48 m","0"
"(2022 YC1)","2022-Dec-11 16:55 ±    00:03","1029552","1024962","6.38","6.32","27.3","9.4 m -   21 m","0"
"(2022 YJ1)","2022-Dec-11 19:15 ±    00:01","5397167","5329856","12.37","12.36","25.4","22 m -   48 m","0"
"(2003 YS70)","2022-Dec-13 04:00 ± 4_11:49","4001845","1979733","4.12","4.09","29.1","4.0 m -  9.0 m","0"
"(2022 XO1)","2022-Dec-13 04:37 ± < 00:01","586075","584870","8.95","8.87","26.6","13 m -   29 m","0"
"(2022 YD)","2022-Dec-13 10:16 ± < 00:01","3585383","3552740","26.61","26.60","24.7","30 m -   68 m","0"
"(2019 XQ1)","2022-Dec-13 10:57 ±    08:47","5564600","5206235","9.79","9.78","25.4","22 m -   49 m","0"
"(2018 XU3)","2022-Dec-13 20:29 ± < 00:01","5679434","5679384","10.32","10.31","25.5","21 m -   48 m","0"
"(2022 XY)","2022-Dec-14 02:55 ± < 00:01","4380358","4374892","4.40","4.38","26.0","17 m -   38 m","0"
"(2021 XS4)","2022-Dec-14 09:09 ±    00:44","5554486","5088381","9.70","9.70","26.0","17 m -   38 m","0"
"(2022 YP)","2022-Dec-14 10:34 ± < 00:01","2212947","2203468","7.60","7.57","28.1","6.4 m -   14 m","0"
"(2022 XX)","2022-Dec-14 10:43 ±    00:09","208456","207794","6.65","6.35","28.7","4.8 m -   11 m","0"
"(2022 YR)","2022-Dec-14 16:12 ±    00:14","1362433","1346149","19.06","19.05","27.5","8.5 m -   19 m","0"
"(2022 YX3)","2022-Dec-14 20:15 ±    00:18","4159995","4109762","8.37","8.36","27.3","9.2 m -   21 m","0"
"(2022 YU1)","2022-Dec-14 20:21 ± < 00:01","5307351","5250408","13.13","13.12","25.0","26 m -   58 m","0"
"(2022 YT2)","2022-Dec-14 21:31 ±    00:21","977733","970077","4.76","4.67","28.1","6.5 m -   14 m","0"
"(2022 YO3)","2022-Dec-15 05:38 ±    00:05","1223060","1211187","7.99","7.95","25.0","27 m -   60 m","1"
"(2015 RN35)","2022-Dec-15 08:12 ± < 00:01","686233","686233","5.91","5.81","23.2","60 m -  130 m","2"
"(2022 XO)","2022-Dec-15 08:38 ± < 00:01","3230788","3219004","8.59","8.57","26.2","15 m -   34 m","0"
"(2022 YM2)","2022-Dec-16 05:16 ± < 00:01","5199778","5159848","8.48","8.47","26.3","15 m -   33 m","0"
"(2022 YA3)","2022-Dec-17 11:59 ±    00:03","2809002","2752463","26.82","26.81","24.9","27 m -   61 m","0"
"(2022 YO1)","2022-Dec-17 18:40 ± < 00:01","27627","27619","15.40","14.43","30.0","2.6 m -  5.9 m","1"
"(2022 YM1)","2022-Dec-17 18:51 ± < 00:01","603929","603737","2.75","2.49","29.2","3.8 m -  8.6 m","0"
"(2022 WU11)","2022-Dec-17 22:15 ± < 00:01","4480767","4442748","10.57","10.57","25.4","23 m -   51 m","0"
"(2022 YQ4)","2022-Dec-18 06:06 ± < 00:01","3023474","3021791","8.53","8.51","23.4","56 m -  130 m","1"
"(2016 YE)","2022-Dec-18 07:52 ± 1_00:22","7130818","4359304","4.76","4.75","25.9","18 m -   39 m","0"
"(2022 YJ)","2022-Dec-18 11:54 ± < 00:01","281586","280841","24.78","24.73","28.9","4.3 m -  9.7 m","0"
"(2022 YS1)","2022-Dec-18 12:41 ± < 00:01","3072927","3061089","26.04","26.04","24.1","41 m -   92 m","0"
"(2022 YX1)","2022-Dec-18 16:55 ± < 00:01","263718","263455","7.62","7.42","28.5","5.4 m -   12 m","0"
"(2022 YC)","2022-Dec-18 17:25 ± < 00:01","390733","389800","4.96","4.75","29.5","3.3 m -  7.5 m","0"
"(2022 XC1)","2022-Dec-18 19:10 ± < 00:01","3195424","3173668","7.11","7.09","26.2","15 m -   34 m","0"
"(2022 YL8)","2022-Dec-19 01:09 ± < 00:01","984195","970453","17.99","17.96","26.1","16 m -   35 m","0"
"(2022 YP2)","2022-Dec-19 04:37 ± < 00:01","1862516","1860041","14.75","14.73","25.0","27 m -   60 m","0"
"(2022 YE5)","2022-Dec-19 11:43 ±    00:01","1073054","1067069","14.43","14.40","27.8","7.2 m -   16 m","0"
"(2022 YQ)","2022-Dec-19 11:54 ± < 00:01","1594866","1584942","14.74","14.72","28.2","6.1 m -   14 m","0"
"(2022 YD3)","2022-Dec-20 00:44 ±    00:02","7319011","7070215","12.23","12.23","22.7","78 m -  170 m","0"
"(2022 YO2)","2022-Dec-20 03:23 ± < 00:01","1399156","1396772","7.35","7.32","26.7","12 m -   27 m","0"
"(2022 YW5)","2022-Dec-20 06:09 ±    00:02","2864774","2836309","11.40","11.39","26.7","12 m -   28 m","0"
"(2022 YL3)","2022-Dec-20 07:50 ± < 00:01","2083746","2072180","12.24","12.22","24.8","30 m -   67 m","0"
"(2014 HK129)","2022-Dec-20 12:35 ± < 00:01","2569143","2569143","11.58","11.56","21.1","160 m -  360 m","2"
"(2022 YF3)","2022-Dec-20 20:11 ± < 00:01","1493063","1488479","11.57","11.54","25.0","26 m -   59 m","1"
"(2022 YY5)","2022-Dec-20 20:34 ±    00:09","2721826","2660650","25.80","25.79","25.4","22 m -   49 m","0"
"(2022 YE3)","2022-Dec-20 21:26 ± < 00:01","1030180","1028292","8.77","8.72","27.1","10 m -   23 m","0"
"(2022 YN6)","2022-Dec-21 00:14 ±    00:01","2053309","2045847","8.50","8.47","24.8","29 m -   64 m","0"
"(2022 YE2)","2022-Dec-21 00:39 ± < 00:01","5311276","5266638","17.29","17.29","24.1","40 m -   89 m","0"
"(2017 XQ60)","2022-Dec-21 06:26 ± < 00:01","7200290","7200250","15.96","15.96","24.5","34 m -   76 m","0"
"(2022 YJ5)","2022-Dec-21 16:31 ±    00:03","2362639","2338338","18.59","18.59","26.8","12 m -   26 m","0"
"(2018 YC2)","2022-Dec-22 03:40 ± < 00:01","6010452","6010339","37.38","37.37","22.7","77 m -  170 m","0"
